Страна,Отрасль,Компания,Год,document_id,Principle_code,Principle_text,Presence,Evidence (Text),Date of analysis,Analysis model
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC01,Поддержание высокого уровня качества выполняемой работы,absent,,04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC02,Сохранность и эффективное использование активов компании,explicit_section,"Ensure that Toyota's assets are not damaged, abused, wasted, lost or stolen, and report any misuse of assets.",04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC03,Конфиденциальность и информационная безопасность (против утечек),explicit_section,"Keep confidential information (about Toyota, team members, customers and business partners) secure and out of public view.",04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC04,Защита интеллектуальной собственности компани (против использования в личных целях),explicit_section,"Toyota appropriately protects both physical assets ... and intangible assets, such as intellectual property and confidential information.",04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC05,"Знание и соблюдение законов, которые можно нарушить на рабочем месте",explicit_section,Toyota complies with applicable laws and regulations that apply to our international operations.,04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC06,Соблюдение субординации при принятии решений на рабочем месте,absent,,04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC07,Гибкость в условиях требующих адаптации и нестандартных решений,absent,,04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC08,Нацеленность на достижение результата,absent,,04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC09,Поддержание высокого профессионального уровня,absent,,04.04.2026,GPT 5.3-Codex
Japan,Automotive,Toyota Motor,2023,automotive_japan_toyota_motor_2023,WtoC10,Сохранение и защита деловой репутации компании,brief_mention,Toyota is respectful and thoughtful in all of our communications activities to prevent harm to people or to Toyota's reputation.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP01,Не пытаться узнать конфиденциальную информацию конкурента,brief_mention,Also prohibited from sympathizing with or encouraging illegal activities to collect important information from competitors.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP02,Не переманивать ключевых работников конкурента с целью ослабить его позиции,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP03,"Не вступать в сговор с конкурентами о ценах, объемах или разделе рынка",explicit_section,Unfair practices such as bid rigging and abuse of market dominance are prohibited.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP04,Сотрудничать с конкурентами с целью повышения эффективности рынка,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP05,Поддерживать уважение к конкурентам и подчеркивать важность деятельности,brief_mention,We comply with fair competition principles without slandering competitors.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP06,Не пытаться ослабить конкурентов путем ограничения их доступа к каким-либо ресурсам,explicit_section,Do not use your superior position to make unfair demands on partner companies.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP07,Соблюдать права интеллектуальные собственности конкурентов,brief_mention,Respect the rights of others regarding intellectual property while also protecting your own rights.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP08,Не распространять ложную и порочащую информацию о конкурентах,explicit_section,Making false or illegal claims about competitors or their products and services is prohibited.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP09,Предостерегать конкурентов от нарушения данных принципов с их стороны.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,COMP10,Сообщать регулятору о замеченных неэтичных действиях конкурентов.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI01,Равные права всех акционеров и кредиторов на доступ к информации,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI02,"Организация собраний акционеров, максимально облегчающая доступ каждого акционера к участию в собрании",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI03,Максимально полное и своевременное раскрытие всей существенной информации для акционеров и кредиторов,explicit_section,Provide management performance accurately and promptly to respect shareholders' right to know and legitimate demands and suggestions.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI04,Прозрачное проведение собраний и принятие решений компанией,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI05,Предотвращение инсайдерской торговли,explicit_section,"Do not trade securities, such as buying or selling stocks, using information acquired in the course of your duties.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI06,Обоснованная дивидендная политика,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI07,Защита прав миноритарных акционеров,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoI08,Справедливое отношение к кредиторам компании при погашении долга,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS01,Выбор поставщиков по критерию эффективности,explicit_section,Select partner companies based on objective and fair review standards.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS02,Равный доступ всех поставщиков к информации и в участию в тендерах,explicit_section,We provide equal trading opportunities to all qualified companies.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS03,Отказ от злоупотребления рыночной властью по отношению к поставщикам,explicit_section,Do not use your superior position to make unfair demands on partner companies.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS04,Преимущества или квоты для социально ориентированных поставщиков и малого бизнеса при проведении тендеров,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS05,"Своевременное информирование поставщиков о всех изменениях на стороне заказчика, которые влияют на исполнение текущих договоров и участие в будущих тендерах",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS06,Ориентация на долгосрочное устойчивое партнерство с поставщиками,brief_mention,We form reciprocal relationships with partner companies based on the principle of good faith.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,CtoS07,"Отказ от манипулирования условиями тендера (технические задания, сроки, требования к поставщикам и т. п.) с целью создания преимуществ для поставщиков, которые не являются объективно более эффективными",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT01,Равный доступ всех работников к горячей линии и равные права на справедливое рассмотрение заявления,brief_mention,"This regulation applies to all stakeholders, including the company's executives and employees and partner companies that have a business relationship with the company.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT02,Сохранение конфиденциальности собранных материалов в ходе расследования,explicit_section,The informant's personal information or facts that may indicate that he or she is an informant must not be disclosed.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT03,Запрет преследования заявителей,explicit_section,"There must not be any disadvantages, such as personnel or disciplinary action, or discrimination in working conditions due to whistle-blowing or reporting.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT04,Гарантия анонимности заявителя и свидетелей,brief_mention,"If unavoidable due to the circumstances of the reporter, it may be done anonymously.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT05,"Принцип нулевой терпимости (обязательное реагирование, расследование и принятие мер по любому нарушению)",brief_mention,The company may conduct audit activities if activities that violate the ethics regulations have been carried out.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT06,Обязанность сообщить на горячую линии о замеченном нарушении,explicit_section,Executives and employees ... if they become aware of ... misconduct ... must report the fact to the ES) Business Management Team.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT07,Обезличивание данных при обнародовании решения этической комиссии в ситуации продолжения работы нарушителя в компании,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT08,Неиспользование полученной информации в ходе расследования в личных целях,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT09,Право участника на предоставление максимально полной информации по делу до начала рассмотрения на этической комиссии,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,HOT10,Необходимость повторного рассмотрения дела при вновь открывшихся обстоятельствах.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC01,Поддержание высокого уровня качества выполняемой работы,brief_mention,We faithfully perform the duties assigned to us according to our position.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC02,Сохранность и эффективное использование активов компании,explicit_section,All company assets ... are used only for business purposes ... and are not used for personal purposes.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC03,Конфиденциальность и информационная безопасность (против утечек),explicit_section,Company information and trade secrets must not be disclosed ... without prior approval.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC04,Защита интеллектуальной собственности компани (против использования в личных целях),brief_mention,All executives and employees must protect the corporate brands and trademarks of Hankook & Company.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC05,"Знание и соблюдение законов, которые можно нарушить на рабочем месте",explicit_section,Comply with relevant laws and company regulations when performing work.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC06,Соблюдение субординации при принятии решений на рабочем месте,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC07,Гибкость в условиях требующих адаптации и нестандартных решений,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC08,Нацеленность на достижение результата,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC09,Поддержание высокого профессионального уровня,brief_mention,Create a working atmosphere where executives and employees can demonstrate proactive leadership through continuous self-development.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hankook & Company,2024,automotive_korea_hankook_and_company_2024,WtoC10,Сохранение и защита деловой репутации компании,explicit_section,Members must keep in mind that their words and actions represent the company and do their best to protect the company's trust and reputation.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP01,Не пытаться узнать конфиденциальную информацию конкурента,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP02,Не переманивать ключевых работников конкурента с целью ослабить его позиции,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP03,"Не вступать в сговор с конкурентами о ценах, объемах или разделе рынка",brief_mention,These principles are designed to guide our employees ... from adhering to ethical standards and fair trade practices ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP04,Сотрудничать с конкурентами с целью повышения эффективности рынка,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP05,Поддерживать уважение к конкурентам и подчеркивать важность деятельности,brief_mention,Hyundai Mobis ... earn trust and maintain a good reputation through transparent and ethical management.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP06,Не пытаться ослабить конкурентов путем ограничения их доступа к каким-либо ресурсам,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP07,Соблюдать права интеллектуальные собственности конкурентов,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP08,Не распространять ложную и порочащую информацию о конкурентах,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP09,Предостерегать конкурентов от нарушения данных принципов с их стороны.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,COMP10,Сообщать регулятору о замеченных неэтичных действиях конкурентов.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI01,Равные права всех акционеров и кредиторов на доступ к информации,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI02,"Организация собраний акционеров, максимально облегчающая доступ каждого акционера к участию в собрании",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI03,Максимально полное и своевременное раскрытие всей существенной информации для акционеров и кредиторов,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI04,Прозрачное проведение собраний и принятие решений компанией,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI05,Предотвращение инсайдерской торговли,explicit_section,Employees are prohibited from disclosing or using internal information of the Company for their own personal benefit.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI06,Обоснованная дивидендная политика,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI07,Защита прав миноритарных акционеров,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoI08,Справедливое отношение к кредиторам компании при погашении долга,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS01,Выбор поставщиков по критерию эффективности,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS02,Равный доступ всех поставщиков к информации и в участию в тендерах,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS03,Отказ от злоупотребления рыночной властью по отношению к поставщикам,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS04,Преимущества или квоты для социально ориентированных поставщиков и малого бизнеса при проведении тендеров,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS05,"Своевременное информирование поставщиков о всех изменениях на стороне заказчика, которые влияют на исполнение текущих договоров и участие в будущих тендерах",brief_mention,Any information necessary to enter into transactions with our partners will be exchanged through appropriate procedures in a timely manner.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS06,Ориентация на долгосрочное устойчивое партнерство с поставщиками,explicit_section,Hyundai Mobis and our business partners ... work on achieving a sustainable and responsible supply chain.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,CtoS07,"Отказ от манипулирования условиями тендера (технические задания, сроки, требования к поставщикам и т. п.) с целью создания преимуществ для поставщиков, которые не являются объективно более эффективными",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT01,Равный доступ всех работников к горячей линии и равные права на справедливое рассмотрение заявления,brief_mention,The Code of Conduct applies to ... all Employees of Hyundai Mobis ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT02,Сохранение конфиденциальности собранных материалов в ходе расследования,explicit_section,Hyundai Mobis shall undertake to ensure the anonymity of the whistleblower and maintain strict confidentiality of the content of the report.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT03,Запрет преследования заявителей,explicit_section,The Company has a zero tolerance policy for retaliating against Employees who report misconduct in good faith.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT04,Гарантия анонимности заявителя и свидетелей,explicit_section,Hyundai Mobis shall undertake to ensure the anonymity of the whistleblower ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT05,"Принцип нулевой терпимости (обязательное реагирование, расследование и принятие мер по любому нарушению)",brief_mention,Each report shall be carefully reviewed and discretely handled.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT06,Обязанность сообщить на горячую линии о замеченном нарушении,explicit_section,Employees have an obligation to immediately report any violations of the Code of Conduct ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT07,Обезличивание данных при обнародовании решения этической комиссии в ситуации продолжения работы нарушителя в компании,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT08,Неиспользование полученной информации в ходе расследования в личных целях,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT09,Право участника на предоставление максимально полной информации по делу до начала рассмотрения на этической комиссии,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,HOT10,Необходимость повторного рассмотрения дела при вновь открывшихся обстоятельствах.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC01,Поддержание высокого уровня качества выполняемой работы,brief_mention,Employees should fulfil their respective responsibilities and duties with integrity.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC02,Сохранность и эффективное использование активов компании,explicit_section,Hyundai Mobis' assets and facilities must only be used to conduct legitimate business ... not be used for personal use or activities.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC03,Конфиденциальность и информационная безопасность (против утечек),explicit_section,Protection of Information and Intellectual Properties,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC04,Защита интеллектуальной собственности компани (против использования в личных целях),explicit_section,"... all technological and intellectual assets, such as trade secrets and intellectual property.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC05,"Знание и соблюдение законов, которые можно нарушить на рабочем месте",explicit_section,A ll work mus t be carried out according to the regulations and procedures of the Company.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC06,Соблюдение субординации при принятии решений на рабочем месте,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC07,Гибкость в условиях требующих адаптации и нестандартных решений,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC08,Нацеленность на достижение результата,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC09,Поддержание высокого профессионального уровня,brief_mention,We actively encourage and support our Employees efforts for self-enrichment through improving their capabilities ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Mobis,2024,automotive_korea_hyundai_mobis_2024,WtoC10,Сохранение и защита деловой репутации компании,explicit_section,We must ... refrain ... from any acts that may ... tarnish the reputation of the Company.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP01,Не пытаться узнать конфиденциальную информацию конкурента,explicit_section,We shall not improperly obtain information from competitors ... nor use or disclose information obtained illicitly.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP02,Не переманивать ключевых работников конкурента с целью ослабить его позиции,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP03,"Не вступать в сговор с конкурентами о ценах, объемах или разделе рынка",explicit_section,"We shall not engage in activities with other businesses ... including ... price fixing, bid rigging, or improper market allocation.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP04,Сотрудничать с конкурентами с целью повышения эффективности рынка,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP05,Поддерживать уважение к конкурентам и подчеркивать важность деятельности,brief_mention,We shall compete in the market fairly and conduct business ethically ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP06,Не пытаться ослабить конкурентов путем ограничения их доступа к каким-либо ресурсам,explicit_section,We shall not engage in activities that would disrupt fair competition through ... abusing our market dominance or trading position.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP07,Соблюдать права интеллектуальные собственности конкурентов,explicit_section,We shall ... not infringe on the intellectual property rights of other companies or individuals.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP08,Не распространять ложную и порочащую информацию о конкурентах,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP09,Предостерегать конкурентов от нарушения данных принципов с их стороны.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,COMP10,Сообщать регулятору о замеченных неэтичных действиях конкурентов.,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI01,Равные права всех акционеров и кредиторов на доступ к информации,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI02,"Организация собраний акционеров, максимально облегчающая доступ каждого акционера к участию в собрании",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI03,Максимально полное и своевременное раскрытие всей существенной информации для акционеров и кредиторов,explicit_section,"We shall make financial and non-financial information publicly available, in accordance with all applicable laws and regulations.",04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI04,Прозрачное проведение собраний и принятие решений компанией,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI05,Предотвращение инсайдерской торговли,explicit_section,We shall not leak insider secrets ... nor use such illicit gains for the purpose of pursuing individual interest.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI06,Обоснованная дивидендная политика,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI07,Защита прав миноритарных акционеров,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoI08,Справедливое отношение к кредиторам компании при погашении долга,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS01,Выбор поставщиков по критерию эффективности,brief_mention,Procurement ... We shall seek fair and mutually beneficial relationships with our suppliers ...,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS02,Равный доступ всех поставщиков к информации и в участию в тендерах,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS03,Отказ от злоупотребления рыночной властью по отношению к поставщикам,explicit_section,We shall not engage in activities that would disrupt fair competition through ... abusing our market dominance or trading position.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS04,Преимущества или квоты для социально ориентированных поставщиков и малого бизнеса при проведении тендеров,absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS05,"Своевременное информирование поставщиков о всех изменениях на стороне заказчика, которые влияют на исполнение текущих договоров и участие в будущих тендерах",absent,,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS06,Ориентация на долгосрочное устойчивое партнерство с поставщиками,brief_mention,We shall seek fair and mutually beneficial relationships with our suppliers.,04.04.2026,GPT 5.3-Codex
Korea,Automotive,Hyundai Motor Company,2020,automotive_korea_hyundai_motor_company_2020,CtoS07,"Отказ от манипулирования условиями тендера (технические задания, сроки, требования к поставщикам и т. п.) с целью создания преимуществ для поставщиков, которые не являются объективно более эффективными",absent,,04.04.2026,GPT 5.3-Codex
